"No","Priority","English","Local",,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 1
 Location: Bogie A, Dwg p.370
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I42.0/.3 Dwg p.370, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 1
 Location: Bogie A, Dwg p.370
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I42.0/.3 Dwg p.370, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5e+02","2","Locking Pin 2 driving time expired","Locking Pin 2 driving time expired",,,
"5e+02","2",,,,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 2
 Location: Bogie A, Dwg p.370
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I42.4/.7 Dwg p.370, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 2
 Location: Bogie A, Dwg p.370
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I42.4/.7 Dwg p.370, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5e+02","2","Locking Pin 3 driving time expired","Locking Pin 3 driving time expired",,,
"5e+02","2",,,,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 3
 Location: Bogie B, Dwg p.323
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I20.0/.3 Dwg p.323, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 3
 Location: Bogie B, Dwg p.323
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I20.0/.3 Dwg p.323, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5e+02","2","Locking Pin 4 driving time expired ","Locking Pin 4 driving time expired ",,,
"5e+02","2",,,,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 4
 Location: Bogie B, Dwg p.323
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I20.4/.7 Dwg p.323, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 4
 Location: Bogie B, Dwg p.323
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I20.4/.7 Dwg p.323, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5e+02","2","Locking Pin 5 driving time expired","Locking Pin 5 driving time expired",,,
"5e+02","2",,,,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 5
 Location: Bogie C, Dwg p.326
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I22.0/.3 Dwg p.326, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 5
 Location: Bogie C, Dwg p.326
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I22.0/.3 Dwg p.326, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5e+02","2","Locking Pin 6 driving time expired","Locking Pin 6 driving time expired",,,
"5e+02","2",,,,,
"5e+02","2"," Action: Pin driving stopped
 Device: Locking pin 2
 Location: Bogie C, Dwg p.326
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I22.4/.7 Dwg p.326, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 2
 Location: Bogie C, Dwg p.326
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I22.4/.7 Dwg p.326, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.1e+02","2","Locking Pin 7 driving time expired","Locking Pin 7 driving time expired",,,
"5.1e+02","2",,,,,
"5.1e+02","2"," Action: Pin driving stopped
 Device: Locking pin 7
 Location: Bogie D, Dwg p.373
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I44.0/.3 Dwg p.373, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 7
 Location: Bogie D, Dwg p.373
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I44.0/.3 Dwg p.373, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.1e+02","2","Locking Pin 8 driving time expired ","Locking Pin 8 driving time expired ",,,
"5.1e+02","2",,,,,
"5.1e+02","2"," Action: Pin driving stopped
 Device: Locking pin 8
 Location: Bogie D, Dwg p.373
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I44.4/.7 Dwg p.373, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Pin driving stopped
 Device: Locking pin 8
 Location: Bogie D, Dwg p.373
 Try RETRY-button to clear situation
 Pin limit not reached in time
 SW I/O:I44.4/.7 Dwg p.373, SW:FC800
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.1e+02","2","Bogie 1 encoder NO pulses -","Bogie 1 encoder NO pulses -",,,
"5.1e+02","2"," Press RETRY to try again "," Press RETRY to try again ",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR1-B1
 Location: Bogie A, Dwg p:509


 SW I/O:M820.1
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR1-B1
 Location: Bogie A, Dwg p:509


 SW I/O:M820.1
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.1e+02","2"," Bogie 2 encoder NO pulses - "," Bogie 2 encoder NO pulses - ",,,
"5.1e+02","2","Press RETRY to try again","Press RETRY to try again",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR2-B1
 Location: Bogie B, Dwg p:509


 SW I/O:M820.2
 Alarm SA ref:8.3.4, SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR2-B1
 Location: Bogie B, Dwg p:509


 SW I/O:M820.2
 Alarm SA ref:8.3.4, SW:FC834",,,
"5.1e+02","2","Bogie 3 encoder NO pulses - ","Bogie 3 encoder NO pulses - ",,,
"5.1e+02","2","Press RETRY to try again","Press RETRY to try again",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR3-B1
 Location: Bogie C, Dwg p:506


 SW I/O:M820.3
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR3-B1
 Location: Bogie C, Dwg p:506


 SW I/O:M820.3
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.1e+02","2","Bogie 4 encoder NO pulses -","Bogie 4 encoder NO pulses -",,,
"5.1e+02","2","Press RETRY to try again ","Press RETRY to try again ",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR4-B1
 Location: Bogie D, Dwg p:506


 SW I/O:M820.4
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR4-B1
 Location: Bogie D, Dwg p:506


 SW I/O:M820.4
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.1e+02","2","Bogie 5 encoder NO pulses - ","Bogie 5 encoder NO pulses - ",,,
"5.1e+02","2","Press RETRY to try again ","Press RETRY to try again ",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR5-B1
 Location: Bogie A, Dwg p:507


 SW I/O:M820.1
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR5-B1
 Location: Bogie A, Dwg p:507


 SW I/O:M820.1
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.1e+02","2"," Bogie 6 encoder NO pulses - "," Bogie 6 encoder NO pulses - ",,,
"5.1e+02","2","Press RETRY to try again ","Press RETRY to try again ",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR6-B1
 Location: Bogie B, Dwg p:507


 SW I/O:M820.2
 Alarm SA ref:8.3.4, SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR6-B1
 Location: Bogie B, Dwg p:507


 SW I/O:M820.2
 Alarm SA ref:8.3.4, SW:FC834",,,
"5.1e+02","2","Bogie 7 encoder NO pulses - ","Bogie 7 encoder NO pulses - ",,,
"5.1e+02","2","Press RETRY to try again ","Press RETRY to try again ",,,
"5.1e+02","2"," Action: Rotating stopped
 Device: Encoder ZR7-B1
 Location: Bogie C, Dwg p:510


 SW I/O:M820.3
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR7-B1
 Location: Bogie C, Dwg p:510


 SW I/O:M820.3
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.2e+02","2","Bogie 8 encoder NO pulses - ","Bogie 8 encoder NO pulses - ",,,
"5.2e+02","2","Press RETRY to try again ","Press RETRY to try again ",,,
"5.2e+02","2"," Action: Rotating stopped
 Device: Encoder ZR8-B1
 Location: Bogie D, Dwg p:510


 SW I/O:M820.4
 Alarm SA ref:8.3.4 , SW:FC834"," Action: Rotating stopped
 Device: Encoder ZR8-B1
 Location: Bogie D, Dwg p:510


 SW I/O:M820.4
 Alarm SA ref:8.3.4 , SW:FC834",,,
"5.2e+02","2","Bogie 1 rotating time expired","Bogie 1 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R1
 Location: Bogie A
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R1
 Location: Bogie A
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 2 rotating time expired ","Bogie 2 rotating time expired ",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R2
 Location: Bogie A
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R2
 Location: Bogie A
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 3 rotating time expired","Bogie 3 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R3
 Location: Bogie B
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R3
 Location: Bogie B
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 4 rotating time expired","Bogie 4 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R4
 Location: Bogie B
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R4
 Location: Bogie B
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 5 rotating time expired","Bogie 5 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R5
 Location: Bogie C
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R5
 Location: Bogie C
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 6 rotating time expired ","Bogie 6 rotating time expired ",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R6
 Location: Bogie C
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R6
 Location: Bogie C
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 7 rotating time expired","Bogie 7 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R7
 Location: Bogie D
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R7
 Location: Bogie D
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","2","Bogie 8 rotating time expired","Bogie 8 rotating time expired",,,
"5.2e+02","2",,,,,
"5.2e+02","2"," Action: Rotate stopped
 Device: Motor R8
 Location: Bogie D
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869"," Action: Rotate stopped
 Device: Motor R8
 Location: Bogie D
 Try RETRY-button to clear situation
 correct pos. not reached in time
 SW I/O:
 Alarm SA ref: 8.6.9, SW:FC869",,,
"5.2e+02","3","nu","nu",,,
"5.2e+02","3",,,,,
"5.2e+02","3",,,,,
"5.2e+02","3","nu","nu",,,
"5.2e+02","3",,,,,
"5.2e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.3e+02","3","nu","nu",,,
"5.3e+02","3",,,,,
"5.3e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.4e+02","3","nu","nu",,,
"5.4e+02","3",,,,,
"5.4e+02","3",,,,,
"5.5e+02","3","nu","nu",,,
"5.5e+02","3",,,,,
"5.5e+02","3",,,,,
"5.5e+02","3","nu","nu",,,
"5.5e+02","3",,,,,
"5.5e+02","3",,,,,
"5.5e+02","3","nu","nu",,,
"5.5e+02","3",,,,,
"5.5e+02","3",,,,,
"5.5e+02","3","nu","nu",,,
"5.5e+02","3",,,,,
"5.5e+02","3",,,,,
"5.5e+02","3","Head Block connection fault","Head Block connection fault",,,
"5.5e+02","3",,,,,
"5.5e+02","3"," Action: Hoist motions are disabled
 Device: Head block limits 
 Location: Trolley cubicle, Dwg p.190
 Check: Headblock twistlock limit 
 switches and spreader cable connection
 SW I/O: I74.2/.3, Dwg p.415,SW:FC600
 Alarm SA ref: 6.1, SW:FC610 "," Action: Hoist motions are disabled
 Device: Head block limits 
 Location: Trolley cubicle, Dwg p.190
 Check: Headblock twistlock limit 
 switches and spreader cable connection
 SW I/O: I74.2/.3, Dwg p.415,SW:FC600
 Alarm SA ref: 6.1, SW:FC610 ",,,
"5.5e+02","3"," Spreader cable not connected "," Spreader cable not connected ",,,
"5.5e+02","3",,,,,
"5.5e+02","3"," Action: Crane motions are disabled
 Device: ZM-D9
 Location: Trolley cubicle, Dwg p.190
 Check: Spreader cable connection
 
 SW I/O: I74.0, p.415, SW:FC600
 Alarm SA ref: 6.1, SW:FC610"," Action: Crane motions are disabled
 Device: ZM-D9
 Location: Trolley cubicle, Dwg p.190
 Check: Spreader cable connection
 
 SW I/O: I74.0, p.415, SW:FC600
 Alarm SA ref: 6.1, SW:FC610",,,
"5.5e+02","3","Head Block Not locked when ","Head Block Not locked when ",,,
"5.5e+02","3","Spreader Cable connected","Spreader Cable connected",,,
"5.5e+02","3"," Action: Crane motions are disabled
 Device: Head block limit switches
 Location: Head block,Dwg p:190
 Check: Position of the switches and
 cable of them
 SW I/O: I74.2,Dwg p:415, SW:FC600
 Alarm SA ref:6.1, SW:FC610"," Action: Crane motions are disabled
 Device: Head block limit switches
 Location: Head block,Dwg p:190
 Check: Position of the switches and
 cable of them
 SW I/O: I74.2,Dwg p:415, SW:FC600
 Alarm SA ref:6.1, SW:FC610",,,
"5.5e+02","3","Spreader - No power supply feedback","Spreader - No power supply feedback",,,
"5.5e+02","3"," in time "," in time ",,,
"5.5e+02","3"," Action: Alarm
 Device: Contactor M-K1
 Location: Trolley cubicle, Dwg p.190
 Check: Contactor control circuit
 and PLC output voltage
 SW I/O: I73.1, p.414, SW:FC600
 Alarm SA ref: 6.2, SW:FC620 "," Action: Alarm
 Device: Contactor M-K1
 Location: Trolley cubicle, Dwg p.190
 Check: Contactor control circuit
 and PLC output voltage
 SW I/O: I73.1, p.414, SW:FC600
 Alarm SA ref: 6.2, SW:FC620 ",,,
"5.5e+02","3","Spreader Power supply Overload - ","Spreader Power supply Overload - ",,,
"5.5e+02","3","Breaker M-F1 tripped","Breaker M-F1 tripped",,,
"5.5e+02","3"," Action: Spreader motion disabled
 Device: Breaker M-F1
 Location: Trolley, Dwg p: 190
 Check: Spreader pump overload
 and pylon cable
 SW I/O:I73.0, Dwg p:414, SW:FC600
 Alarm SA ref: 6.2, SW:FC620"," Action: Spreader motion disabled
 Device: Breaker M-F1
 Location: Trolley, Dwg p: 190
 Check: Spreader pump overload
 and pylon cable
 SW I/O:I73.0, Dwg p:414, SW:FC600
 Alarm SA ref: 6.2, SW:FC620",,,
"5.6e+02","2"," Spreader twistlocks - Locking error"," Spreader twistlocks - Locking error",,,
"5.6e+02","2",,,,,
"5.6e+02","2","Action: Alarm
Device: ZM-D19/20
Location: Trolley cubicle, Dwgp:192
Check: Try again, lock feedback not 
received in time. Check Limit swithes        
SW I/O: I73.1, Dwg p:414, 
 SA ref: 6.3, SW:FC630","Action: Alarm
Device: ZM-D19/20
Location: Trolley cubicle, Dwgp:192
Check: Try again, lock feedback not 
received in time. Check Limit swithes        
SW I/O: I73.1, Dwg p:414, 
 SA ref: 6.3, SW:FC630",,,
"5.6e+02","2","Spreader twistlocks - Unlocking error","Spreader twistlocks - Unlocking error",,,
"5.6e+02","2",,,,,
"5.6e+02","2"," Action: Alarm
 Device: ZM-D17/18
 Location: Trolley cubicle, Dwg p:192
 Check: Try again, unlock feedback not 
 received in time. Check Limit swithes        
 SW I/O: I75.4, Dwg p:416, 
 SW:FC600 Alarm SA ref: 6.3, SW:FC630"," Action: Alarm
 Device: ZM-D17/18
 Location: Trolley cubicle, Dwg p:192
 Check: Try again, unlock feedback not 
 received in time. Check Limit swithes        
 SW I/O: I75.4, Dwg p:416, 
 SW:FC600 Alarm SA ref: 6.3, SW:FC630",,,
"5.6e+02","2","Spreader twistlocks - ","Spreader twistlocks - ",,,
"5.6e+02","2","Unlocked signal missing ","Unlocked signal missing ",,,
"5.6e+02","2"," Action: Alarm
 Device: ZM-D17/18
 Location: Trolley cubicle, Dwg p:192
 Check: Try again, unlock
 signal lost while unlocked
 SW I/O: I75.4, Dwg p:416, 
 SW:FC600 Alarm SA ref: 6.3, SW:FC630"," Action: Alarm
 Device: ZM-D17/18
 Location: Trolley cubicle, Dwg p:192
 Check: Try again, unlock
 signal lost while unlocked
 SW I/O: I75.4, Dwg p:416, 
 SW:FC600 Alarm SA ref: 6.3, SW:FC630",,,
"5.6e+02","2","Spreader twistlocks -","Spreader twistlocks -",,,
"5.6e+02","2"," Locked signal missing "," Locked signal missing ",,,
"5.6e+02","2","Action: Alarm
Device: ZM-D19/20
Location: Trolley cubicle, Dwg p:192 
Check: Try again, 
lock feedback not received in time.     
 SW I/O: I73.1, Dwg p:414, 
 SW:FC600 Alarm SA ref: 6.3, ","Action: Alarm
Device: ZM-D19/20
Location: Trolley cubicle, Dwg p:192 
Check: Try again, 
lock feedback not received in time.     
 SW I/O: I73.1, Dwg p:414, 
 SW:FC600 Alarm SA ref: 6.3, ",,,
"5.6e+02","3","Spreader power supply OFF!","Spreader power supply OFF!",,,
"5.6e+02","3",,,,,
"5.6e+02","3"," Action: Spreader motions disabled
 Device: M-K1
 Location: Trolley cubicle ,Dwg p: 190
 Check: Contactor control from output
 
 SW I/O:I73.1 ,Dwg p:414 , SW:FC600
 Alarm SA ref:6.2, SW:FC620"," Action: Spreader motions disabled
 Device: M-K1
 Location: Trolley cubicle ,Dwg p: 190
 Check: Contactor control from output
 
 SW I/O:I73.1 ,Dwg p:414 , SW:FC600
 Alarm SA ref:6.2, SW:FC620",,,
"5.6e+02","3","Spreader pump breaker tripped","Spreader pump breaker tripped",,,
"5.6e+02","3",,,,,
"5.6e+02","3"," Action: Spreader motions disabled
 Device: -QM1
 Location: Speader,Dwg p:55
 SW I/O:I73.4 ,Dwg p:315 , SW:FC600
 Alarm SA ref:6.2, SW:FC620"," Action: Spreader motions disabled
 Device: -QM1
 Location: Speader,Dwg p:55
 SW I/O:I73.4 ,Dwg p:315 , SW:FC600
 Alarm SA ref:6.2, SW:FC620",,,
"5.6e+02","2","Spreader Twistlocks cannot turn if","Spreader Twistlocks cannot turn if",,,
"5.6e+02","2"," PDS has not send enable command "," PDS has not send enable command ",,,
"5.6e+02","2"," Action:
 Device:
 Location: ,Dwg p:
 Check:
 
 SW I/O: ,Dwg p: , SW:FC
 Alarm SA ref: , SW:FC"," Action:
 Device:
 Location: ,Dwg p:
 Check:
 
 SW I/O: ,Dwg p: , SW:FC
 Alarm SA ref: , SW:FC",,,
"5.6e+02","2","Spreader telescope -","Spreader telescope -",,,
"5.6e+02","2"," Position not reach in time"," Position not reach in time",,,
"5.6e+02","2"," Action: Alarm
 Device: ZM-D10-12
 Location: Trolley cubicle, Dwg p.55
 Check: Position not received
 in time, check spreader and try again
 SW I/O: I74.4/5/6, p. 415, SW:FC600
 Alarm SA ref: 6.4, SW:FC640"," Action: Alarm
 Device: ZM-D10-12
 Location: Trolley cubicle, Dwg p.55
 Check: Position not received
 in time, check spreader and try again
 SW I/O: I74.4/5/6, p. 415, SW:FC600
 Alarm SA ref: 6.4, SW:FC640",,,
"5.6e+02","2","Spreader telescope - ","Spreader telescope - ",,,
"5.6e+02","2","Position not reach in time","Position not reach in time",,,
"5.6e+02","2"," Action: Alarm
 Device: ZM-D10-12
 Location: Trolley cubicle, Dwg p.55
 Check: Position not received
 in time, check spreader and try again
 SW I/O:  I74.4/5/6, p. 415, SW:FC600
 Alarm SA ref: 6.4, SW:FC640"," Action: Alarm
 Device: ZM-D10-12
 Location: Trolley cubicle, Dwg p.55
 Check: Position not received
 in time, check spreader and try again
 SW I/O:  I74.4/5/6, p. 415, SW:FC600
 Alarm SA ref: 6.4, SW:FC640",,,
"5.6e+02","2","nu","nu",,,
"5.6e+02","2",,,,,
"5.6e+02","2",,,,,
"5.6e+02","2","nu","nu",,,
"5.6e+02","2",,,,,
"5.6e+02","2",,,,,
"5.7e+02","2","nu","nu",,,
"5.7e+02","2",,,,,
"5.7e+02","2",,,,,
"5.7e+02","2","Spreader power not ON - ","Spreader power not ON - ",,,
"5.7e+02","2","telescope not moving ","telescope not moving ",,,
"5.7e+02","2"," Action: Alarm
 Device: M-K1
 Location:Trolley cubicle, Dwg p.190
 Check: Start spreader power and
 control telescope again
 SW I/O: Q61.0, p. 419, SW:FC601
 Alarm SA ref: 6.4, SW:FC640"," Action: Alarm
 Device: M-K1
 Location:Trolley cubicle, Dwg p.190
 Check: Start spreader power and
 control telescope again
 SW I/O: Q61.0, p. 419, SW:FC601
 Alarm SA ref: 6.4, SW:FC640",,,
"5.7e+02","2","Twin 20ft containers detected with ","Twin 20ft containers detected with ",,,
